ProductID,ProductCategory,ProductBrand,ProductName,ProductPrice,MinDiscount,MaxDiscount,Rating,Features,StockAvailability,WarrantyPeriod,Color
SMA-AMA-8,Smartwatch,Amazfit,Amazfit Smartwatch Model-376,67325,17,22,3.3,"GPS, Customizable Watch Faces, Fitness Tracking",In Stock,1 Year,White
HEA-BOS-9,Headphones,Bose,Bose Headphones Model-934,57344,15,30,4.6,"Bass Boost, Waterproof, Foldable",In Stock,3 Years,Black
LAP-MIC-11,Laptop,Microsoft,Microsoft Laptop Model-497,141568,14,20,3.2,"SSD Storage, Lightweight, Backlit Keyboard",Out of Stock,1 Year,Red
SMA-AMA-10,Smartwatch,Amazfit,Amazfit Smartwatch Model-970,14515,7,36,4.6,"Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor",Out of Stock,3 Years,Blue
SMA-XIA-10,Smartphone,Xiaomi,Xiaomi Smartphone Model-942,77320,14,32,4.0,"AMOLED Display, Dual SIM, Water Resistant",Out of Stock,2 Years,Blue
CAM-NIK-14,Camera,Nikon,Nikon Camera Model-901,26269,16,28,4.4,"Image Stabilization, Touchscreen, 4K Video",In Stock,2 Years,Blue
SMA-OPP-1,Smartphone,Oppo,Oppo Smartphone Model-928,72771,15,42,3.2,"Dual SIM, Fast Charging, AMOLED Display",Out of Stock,3 Years,Blue
LAP-ACE-12,Laptop,Acer,Acer Laptop Model-540,12961,14,26,3.9,"SSD Storage, High-Performance GPU, Lightweight",In Stock,3 Years,Silver
CAM-OLY-8,Camera,Olympus,Olympus Camera Model-586,5023,18,20,4.8,"High ISO Sensitivity, WiFi Connectivity, 4K Video",Out of Stock,3 Years,Silver
CAM-FUJ-5,Camera,Fujifilm,Fujifilm Camera Model-144,61557,19,41,3.8,"High ISO Sensitivity, Image Stabilization, Touchscreen",Out of Stock,2 Years,Blue
LAP-ACE-14,Laptop,Acer,Acer Laptop Model-589,102204,20,43,4.8,"Touchscreen, SSD Storage, High-Performance GPU",Out of Stock,3 Years,Silver
SMA-AMA-6,Smartwatch,Amazfit,Amazfit Smartwatch Model-914,131698,14,41,4.2,"Fitness Tracking, Heart Rate Monitor, Waterproof",Out of Stock,1 Year,Black
SMA-SAM-3,Smartwatch,Samsung,Samsung Smartwatch Model-723,95031,17,45,3.1,"Heart Rate Monitor, Fitness Tracking, GPS",Out of Stock,1 Year,White
HEA-BOA-2,Headphones,Boat,Boat Headphones Model-757,129843,16,46,4.5,"Noise Cancellation, Waterproof, Foldable",In Stock,3 Years,Red
LAP-DEL-6,Laptop,Dell,Dell Laptop Model-312,25074,9,25,4.8,"Lightweight, Touchscreen, High-Performance GPU",Out of Stock,2 Years,Blue
TAB-HUA-14,Tablet,Huawei,Huawei Tablet Model-764,54776,20,36,4.7,"10-inch Display, Detachable Keyboard, Stylus Support",In Stock,2 Years,Black
TAB-GOO-5,Tablet,Google,Google Tablet Model-879,69554,10,36,4.4,"10-inch Display, Stylus Support, Detachable Keyboard",In Stock,2 Years,Blue
SMA-GOO-3,Smartphone,Google,Google Smartphone Model-441,74587,15,39,4.6,"Fast Charging, Water Resistant, Dual SIM",In Stock,1 Year,Black
LAP-ACE-2,Laptop,Acer,Acer Laptop Model-192,17034,11,49,4.3,"Lightweight, High-Performance GPU, Touchscreen",Out of Stock,1 Year,Black
LAP-LEN-13,Laptop,Lenovo,Lenovo Laptop Model-886,61383,12,35,4.7,"Lightweight, High-Performance GPU, Touchscreen",Out of Stock,2 Years,Black
HEA-SKU-14,Headphones,Skullcandy,Skullcandy Headphones Model-405,92394,14,22,4.5,"Noise Cancellation, Bass Boost, Waterproof",Out of Stock,2 Years,Black
TAB-MIC-8,Tablet,Microsoft,Microsoft Tablet Model-700,148305,17,33,3.4,"Long Battery Life, Quad Speakers, Detachable Keyboard",In Stock,2 Years,Black
TAB-AMA-13,Tablet,Amazon,Amazon Tablet Model-277,117339,9,38,4.4,"Quad Speakers, 10-inch Display, Detachable Keyboard",In Stock,3 Years,Blue
SMA-REA-6,Smartphone,Realme,Realme Smartphone Model-233,82298,6,29,4.4,"Dual SIM, Water Resistant, Fast Charging",In Stock,2 Years,Blue
HEA-BOS-7,Headphones,Bose,Bose Headphones Model-342,121033,15,31,4.2,"Bass Boost, Waterproof, Wireless",In Stock,3 Years,Black
TAB-AMA-10,Tablet,Amazon,Amazon Tablet Model-336,32753,10,36,3.7,"Long Battery Life, 10-inch Display, Stylus Support",Out of Stock,3 Years,Red
SMA-FOS-14,Smartwatch,Fossil,Fossil Smartwatch Model-902,137555,8,27,3.7,"GPS, Fitness Tracking, Customizable Watch Faces",In Stock,3 Years,Red
CAM-CAN-11,Camera,Canon,Canon Camera Model-959,70636,8,33,3.8,"Image Stabilization, 4K Video, Touchscreen",In Stock,1 Year,Black
LAP-MSI-1,Laptop,MSI,MSI Laptop Model-965,124871,19,22,4.3,"Backlit Keyboard, Touchscreen, SSD Storage",In Stock,3 Years,Black
TAB-APP-6,Tablet,Apple,Apple Tablet Model-285,55893,7,29,5.0,"Quad Speakers, Detachable Keyboard, 10-inch Display",In Stock,2 Years,Silver
CAM-GOP-5,Camera,GoPro,GoPro Camera Model-605,129451,11,39,4.5,"Touchscreen, High ISO Sensitivity, WiFi Connectivity",In Stock,1 Year,Blue
SMA-ONE-13,Smartphone,OnePlus,OnePlus Smartphone Model-577,41185,10,25,4.2,"Dual SIM, Fast Charging, AMOLED Display",In Stock,3 Years,Red
SMA-SAM-9,Smartphone,Samsung,Samsung Smartphone Model-314,61505,7,49,4.6,"5G, Water Resistant, Fast Charging",Out of Stock,1 Year,White
SMA-AMA-1,Smartwatch,Amazfit,Amazfit Smartwatch Model-628,130116,6,37,4.3,"GPS, Customizable Watch Faces, Waterproof",In Stock,3 Years,Red
SMA-FIT-4,Smartwatch,Fitbit,Fitbit Smartwatch Model-923,14017,12,29,3.2,"Fitness Tracking, Customizable Watch Faces, Waterproof",Out of Stock,1 Year,Black
SMA-HUA-8,Smartwatch,Huawei,Huawei Smartwatch Model-361,149707,20,39,3.5,"Heart Rate Monitor, Fitness Tracking, Customizable Watch Faces",Out of Stock,2 Years,Silver
CAM-LEI-5,Camera,Leica,Leica Camera Model-534,65258,18,38,5.0,"High ISO Sensitivity, 4K Video, Image Stabilization",In Stock,3 Years,Silver
SMA-HUA-6,Smartwatch,Huawei,Huawei Smartwatch Model-440,36183,8,26,3.9,"Customizable Watch Faces, GPS, Heart Rate Monitor",In Stock,2 Years,Silver
HEA-BEA-3,Headphones,Beats,Beats Headphones Model-241,139233,10,30,4.7,"Bass Boost, Noise Cancellation, Waterproof",Out of Stock,2 Years,White
HEA-SON-4,Headphones,Sony,Sony Headphones Model-486,25926,17,41,4.6,"Waterproof, Wireless, Foldable",In Stock,3 Years,Red
SMA-ONE-2,Smartphone,OnePlus,OnePlus Smartphone Model-535,68716,9,50,5.0,"AMOLED Display, Dual SIM, Water Resistant",In Stock,2 Years,Red
SMA-XIA-6,Smartphone,Xiaomi,Xiaomi Smartphone Model-837,16372,11,28,3.5,"Dual SIM, Water Resistant, Fast Charging",Out of Stock,1 Year,Blue
HEA-SEN-2,Headphones,Sennheiser,Sennheiser Headphones Model-136,9257,7,44,3.2,"Bass Boost, Wireless, Foldable",Out of Stock,1 Year,Silver
TAB-GOO-2,Tablet,Google,Google Tablet Model-814,138529,11,24,3.8,"10-inch Display, Long Battery Life, Detachable Keyboard",Out of Stock,2 Years,Black
SMA-GOO-5,Smartphone,Google,Google Smartphone Model-322,120817,13,28,4.5,"Dual SIM, AMOLED Display, Water Resistant",Out of Stock,2 Years,White
TAB-APP-5,Tablet,Apple,Apple Tablet Model-640,79157,11,41,3.5,"Long Battery Life, Detachable Keyboard, 10-inch Display",Out of Stock,1 Year,Red
HEA-BEA-6,Headphones,Beats,Beats Headphones Model-477,139420,17,37,3.9,"Bass Boost, Wireless, Waterproof",In Stock,2 Years,Red
LAP-HP-10,Laptop,HP,HP Laptop Model-121,53777,6,36,4.1,"Touchscreen, SSD Storage, High-Performance GPU",Out of Stock,3 Years,Blue
HEA-ANK-10,Headphones,Anker,Anker Headphones Model-240,79713,9,38,4.9,"Waterproof, Wireless, Bass Boost",In Stock,3 Years,Black
SMA-FOS-12,Smartwatch,Fossil,Fossil Smartwatch Model-939,40966,10,26,3.2,"Waterproof, Customizable Watch Faces, GPS",In Stock,3 Years,White
HEA-BEA-1,Headphones,Beats,Beats Headphones Model-450,92967,13,23,4.6,"Waterproof, Wireless, Foldable",Out of Stock,1 Year,Black
SMA-APP-3,Smartwatch,Apple,Apple Smartwatch Model-826,60461,17,38,4.4,"Waterproof, GPS, Fitness Tracking",Out of Stock,2 Years,Blue
CAM-PAN-5,Camera,Panasonic,Panasonic Camera Model-333,108858,9,28,4.1,"WiFi Connectivity, Touchscreen, High ISO Sensitivity",Out of Stock,3 Years,Blue
SMA-XIA-12,Smartphone,Xiaomi,Xiaomi Smartphone Model-400,95300,6,21,4.5,"AMOLED Display, Dual SIM, Fast Charging",Out of Stock,2 Years,Red
CAM-GOP-6,Camera,GoPro,GoPro Camera Model-368,37131,11,27,3.4,"High ISO Sensitivity, Touchscreen, WiFi Connectivity",In Stock,2 Years,Red
LAP-LEN-14,Laptop,Lenovo,Lenovo Laptop Model-650,67874,11,40,3.8,"Backlit Keyboard, SSD Storage, High-Performance GPU",In Stock,2 Years,Blue
SMA-GOO-10,Smartphone,Google,Google Smartphone Model-486,53274,16,42,3.9,"Dual SIM, Water Resistant, Fast Charging",In Stock,2 Years,Silver
HEA-JBL-11,Headphones,JBL,JBL Headphones Model-355,21656,19,34,5.0,"Wireless, Foldable, Waterproof",In Stock,2 Years,Silver
TAB-LEN-6,Tablet,Lenovo,Lenovo Tablet Model-797,107745,8,41,3.7,"Quad Speakers, 10-inch Display, Stylus Support",In Stock,3 Years,Blue
SMA-XIA-8,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-550,78389,16,48,3.4,"Fitness Tracking, Waterproof, GPS",Out of Stock,2 Years,Blue
LAP-MSI-4,Laptop,MSI,MSI Laptop Model-926,105680,12,20,4.8,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,1 Year,Red
CAM-NIK-5,Camera,Nikon,Nikon Camera Model-514,89702,20,42,5.0,"WiFi Connectivity, 4K Video, High ISO Sensitivity",Out of Stock,3 Years,Blue
CAM-CAN-2,Camera,Canon,Canon Camera Model-408,41140,5,42,3.9,"WiFi Connectivity, 4K Video, Image Stabilization",Out of Stock,2 Years,Blue
CAM-OLY-7,Camera,Olympus,Olympus Camera Model-470,49976,17,47,4.9,"High ISO Sensitivity, WiFi Connectivity, Image Stabilization",In Stock,1 Year,Blue
SMA-APP-10,Smartphone,Apple,Apple Smartphone Model-697,132241,17,21,3.7,"AMOLED Display, 5G, Dual SIM",In Stock,2 Years,Blue
TAB-HUA-2,Tablet,Huawei,Huawei Tablet Model-957,124630,19,25,3.3,"10-inch Display, Stylus Support, Quad Speakers",In Stock,3 Years,Black
CAM-NIK-10,Camera,Nikon,Nikon Camera Model-324,87735,14,30,4.9,"High ISO Sensitivity, Touchscreen, Image Stabilization",In Stock,1 Year,Red
SMA-SAM-10,Smartwatch,Samsung,Samsung Smartwatch Model-690,108582,15,24,3.4,"GPS, Customizable Watch Faces, Fitness Tracking",In Stock,1 Year,White
SMA-APP-8,Smartwatch,Apple,Apple Smartwatch Model-756,86647,11,50,4.5,"Fitness Tracking, Heart Rate Monitor, Customizable Watch Faces",Out of Stock,2 Years,Black
SMA-VIV-1,Smartphone,Vivo,Vivo Smartphone Model-432,84359,12,26,3.9,"Water Resistant, Fast Charging, 5G",Out of Stock,1 Year,White
CAM-GOP-1,Camera,GoPro,GoPro Camera Model-755,97908,14,50,4.6,"4K Video, Image Stabilization, WiFi Connectivity",Out of Stock,3 Years,Black
SMA-AMA-9,Smartwatch,Amazfit,Amazfit Smartwatch Model-914,70825,5,20,4.7,"Fitness Tracking, Customizable Watch Faces, Heart Rate Monitor",In Stock,1 Year,Black
SMA-GOO-1,Smartphone,Google,Google Smartphone Model-346,94300,7,50,3.9,"Dual SIM, AMOLED Display, 5G",In Stock,1 Year,White
LAP-DEL-1,Laptop,Dell,Dell Laptop Model-336,140577,14,29,4.0,"Touchscreen, Backlit Keyboard, High-Performance GPU",In Stock,1 Year,White
LAP-ACE-6,Laptop,Acer,Acer Laptop Model-811,23583,7,32,4.2,"Touchscreen, Lightweight, SSD Storage",Out of Stock,1 Year,Black
CAM-FUJ-4,Camera,Fujifilm,Fujifilm Camera Model-709,115214,15,48,4.9,"WiFi Connectivity, Touchscreen, 4K Video",Out of Stock,2 Years,Black
CAM-LEI-10,Camera,Leica,Leica Camera Model-885,6118,20,33,3.9,"High ISO Sensitivity, Image Stabilization, Touchscreen",Out of Stock,3 Years,Blue
LAP-APP-9,Laptop,Apple,Apple Laptop Model-443,102539,6,28,3.8,"Touchscreen, High-Performance GPU, SSD Storage",Out of Stock,2 Years,Black
HEA-SON-9,Headphones,Sony,Sony Headphones Model-394,71177,9,40,3.7,"Noise Cancellation, Bass Boost, Foldable",Out of Stock,3 Years,Blue
SMA-GOO-2,Smartphone,Google,Google Smartphone Model-707,17048,7,38,3.6,"5G, AMOLED Display, Dual SIM",In Stock,2 Years,Blue
LAP-MSI-6,Laptop,MSI,MSI Laptop Model-819,110485,13,48,4.1,"High-Performance GPU, Touchscreen, Backlit Keyboard",In Stock,1 Year,Black
TAB-SAM-14,Tablet,Samsung,Samsung Tablet Model-501,36082,18,22,4.2,"Stylus Support, Long Battery Life, 10-inch Display",In Stock,1 Year,Silver
LAP-LEN-12,Laptop,Lenovo,Lenovo Laptop Model-127,14522,12,25,3.5,"High-Performance GPU, Backlit Keyboard, Touchscreen",In Stock,2 Years,Black
CAM-SON-5,Camera,Sony,Sony Camera Model-629,23222,5,23,3.7,"4K Video, Image Stabilization, High ISO Sensitivity",Out of Stock,3 Years,Red
LAP-LEN-5,Laptop,Lenovo,Lenovo Laptop Model-150,50428,7,38,4.5,"High-Performance GPU, Lightweight, Backlit Keyboard",Out of Stock,2 Years,Silver
SMA-VIV-12,Smartphone,Vivo,Vivo Smartphone Model-613,46613,5,47,3.5,"Dual SIM, 5G, Fast Charging",In Stock,2 Years,Black
CAM-LEI-4,Camera,Leica,Leica Camera Model-532,56323,7,44,3.4,"Touchscreen, Image Stabilization, High ISO Sensitivity",In Stock,1 Year,Black
HEA-SON-3,Headphones,Sony,Sony Headphones Model-900,32197,11,20,3.6,"Waterproof, Bass Boost, Foldable",In Stock,1 Year,Black
TAB-SAM-13,Tablet,Samsung,Samsung Tablet Model-871,68327,10,36,3.3,"Long Battery Life, Detachable Keyboard, 10-inch Display",In Stock,2 Years,Black
CAM-FUJ-9,Camera,Fujifilm,Fujifilm Camera Model-444,82172,14,30,4.1,"Image Stabilization, Touchscreen, High ISO Sensitivity",In Stock,1 Year,Black
SMA-HUA-3,Smartwatch,Huawei,Huawei Smartwatch Model-798,108431,14,37,4.6,"Customizable Watch Faces, Waterproof, GPS",Out of Stock,3 Years,Black
LAP-ACE-9,Laptop,Acer,Acer Laptop Model-753,21741,15,30,4.9,"Lightweight, Touchscreen, Backlit Keyboard",In Stock,1 Year,Black
SMA-VIV-5,Smartphone,Vivo,Vivo Smartphone Model-895,117498,16,28,4.2,"Water Resistant, 5G, Fast Charging",In Stock,3 Years,Silver
TAB-LEN-8,Tablet,Lenovo,Lenovo Tablet Model-425,53647,20,49,3.6,"10-inch Display, Long Battery Life, Detachable Keyboard",In Stock,1 Year,Red
CAM-PAN-4,Camera,Panasonic,Panasonic Camera Model-202,74968,14,34,5.0,"Image Stabilization, Touchscreen, High ISO Sensitivity",In Stock,2 Years,Silver
HEA-BOS-4,Headphones,Bose,Bose Headphones Model-925,86409,6,24,4.9,"Bass Boost, Waterproof, Foldable",Out of Stock,3 Years,Blue
HEA-BOA-7,Headphones,Boat,Boat Headphones Model-195,133849,9,25,4.0,"Wireless, Waterproof, Bass Boost",Out of Stock,3 Years,White
LAP-HP-6,Laptop,HP,HP Laptop Model-723,78956,12,37,3.8,"Touchscreen, Backlit Keyboard, High-Performance GPU",In Stock,2 Years,Silver
SMA-FOS-3,Smartwatch,Fossil,Fossil Smartwatch Model-999,32996,16,27,3.3,"Heart Rate Monitor, GPS, Fitness Tracking",Out of Stock,1 Year,Black
CAM-SON-12,Camera,Sony,Sony Camera Model-744,19279,19,20,3.5,"Image Stabilization, Touchscreen, High ISO Sensitivity",Out of Stock,3 Years,Blue
TAB-APP-14,Tablet,Apple,Apple Tablet Model-812,74857,8,41,3.5,"Stylus Support, Long Battery Life, 10-inch Display",Out of Stock,2 Years,Silver
SMA-SAM-5,Smartwatch,Samsung,Samsung Smartwatch Model-906,58494,20,29,3.9,"Customizable Watch Faces, Fitness Tracking, GPS",Out of Stock,1 Year,Black
SMA-REA-10,Smartphone,Realme,Realme Smartphone Model-257,18376,15,39,4.2,"AMOLED Display, Water Resistant, 5G",Out of Stock,3 Years,White
HEA-BEA-10,Headphones,Beats,Beats Headphones Model-496,34543,8,42,4.8,"Foldable, Noise Cancellation, Wireless",Out of Stock,2 Years,Silver
SMA-XIA-4,Smartphone,Xiaomi,Xiaomi Smartphone Model-464,85163,9,34,4.3,"Fast Charging, Water Resistant, AMOLED Display",Out of Stock,1 Year,White
CAM-LEI-2,Camera,Leica,Leica Camera Model-749,122645,5,33,4.4,"Image Stabilization, 4K Video, High ISO Sensitivity",Out of Stock,2 Years,Black
LAP-APP-1,Laptop,Apple,Apple Laptop Model-202,35350,17,22,4.3,"Lightweight, Backlit Keyboard, SSD Storage",Out of Stock,1 Year,Red
LAP-MIC-12,Laptop,Microsoft,Microsoft Laptop Model-385,130031,10,50,4.8,"High-Performance GPU, Lightweight, Backlit Keyboard",In Stock,2 Years,Blue
CAM-CAN-1,Camera,Canon,Canon Camera Model-520,32605,16,32,3.6,"Image Stabilization, High ISO Sensitivity, 4K Video",In Stock,3 Years,Blue
TAB-HUA-7,Tablet,Huawei,Huawei Tablet Model-264,115470,5,26,3.1,"10-inch Display, Detachable Keyboard, Quad Speakers",In Stock,1 Year,Silver
HEA-ANK-9,Headphones,Anker,Anker Headphones Model-762,112762,16,29,3.7,"Noise Cancellation, Wireless, Bass Boost",Out of Stock,3 Years,Silver
CAM-LEI-9,Camera,Leica,Leica Camera Model-581,73614,5,44,5.0,"WiFi Connectivity, 4K Video, Image Stabilization",Out of Stock,2 Years,Blue
SMA-APP-14,Smartphone,Apple,Apple Smartphone Model-219,49089,13,48,4.4,"Dual SIM, Fast Charging, Water Resistant",Out of Stock,2 Years,White
HEA-JBL-1,Headphones,JBL,JBL Headphones Model-869,8069,13,44,4.8,"Wireless, Noise Cancellation, Foldable",Out of Stock,1 Year,White
CAM-SON-8,Camera,Sony,Sony Camera Model-796,51713,20,25,4.2,"WiFi Connectivity, Touchscreen, Image Stabilization",In Stock,2 Years,White
HEA-JBL-7,Headphones,JBL,JBL Headphones Model-687,86255,17,35,4.0,"Noise Cancellation, Foldable, Bass Boost",Out of Stock,2 Years,Red
LAP-ASU-2,Laptop,Asus,Asus Laptop Model-642,55743,19,39,4.9,"Backlit Keyboard, Lightweight, SSD Storage",In Stock,2 Years,Red
TAB-LEN-5,Tablet,Lenovo,Lenovo Tablet Model-219,66892,7,34,3.8,"Detachable Keyboard, Quad Speakers, Long Battery Life",Out of Stock,2 Years,Blue
TAB-APP-11,Tablet,Apple,Apple Tablet Model-848,32555,13,27,3.8,"10-inch Display, Quad Speakers, Long Battery Life",In Stock,1 Year,Blue
SMA-FIT-3,Smartwatch,Fitbit,Fitbit Smartwatch Model-147,103903,11,22,4.9,"Waterproof, Fitness Tracking, Heart Rate Monitor",In Stock,3 Years,White
LAP-DEL-10,Laptop,Dell,Dell Laptop Model-851,68887,10,40,4.4,"Touchscreen, Lightweight, Backlit Keyboard",In Stock,1 Year,Blue
LAP-MSI-14,Laptop,MSI,MSI Laptop Model-338,130841,18,40,4.6,"Touchscreen, High-Performance GPU, Backlit Keyboard",Out of Stock,1 Year,White
HEA-SEN-11,Headphones,Sennheiser,Sennheiser Headphones Model-233,32978,18,22,5.0,"Foldable, Noise Cancellation, Wireless",In Stock,3 Years,Black
SMA-ONE-7,Smartphone,OnePlus,OnePlus Smartphone Model-123,129909,14,25,4.2,"Dual SIM, Fast Charging, AMOLED Display",In Stock,3 Years,Blue
SMA-FIT-5,Smartwatch,Fitbit,Fitbit Smartwatch Model-238,43873,10,22,3.1,"GPS, Fitness Tracking, Waterproof",In Stock,3 Years,Black
CAM-GOP-9,Camera,GoPro,GoPro Camera Model-199,87511,16,29,4.9,"Touchscreen, 4K Video, Image Stabilization",In Stock,1 Year,White
HEA-ANK-8,Headphones,Anker,Anker Headphones Model-589,69844,6,46,3.1,"Wireless, Waterproof, Foldable",Out of Stock,1 Year,Red
SMA-HUA-13,Smartwatch,Huawei,Huawei Smartwatch Model-151,77403,9,47,3.3,"Customizable Watch Faces, Waterproof, Heart Rate Monitor",In Stock,1 Year,White
HEA-BOS-3,Headphones,Bose,Bose Headphones Model-764,22866,17,45,4.7,"Waterproof, Wireless, Noise Cancellation",In Stock,3 Years,Silver
SMA-XIA-11,Smartphone,Xiaomi,Xiaomi Smartphone Model-671,121614,9,20,4.3,"5G, Fast Charging, Dual SIM",In Stock,2 Years,Black
LAP-MIC-7,Laptop,Microsoft,Microsoft Laptop Model-864,59613,14,24,4.6,"Backlit Keyboard, Lightweight, SSD Storage",Out of Stock,2 Years,Silver
LAP-ASU-7,Laptop,Asus,Asus Laptop Model-752,76809,5,22,4.9,"Backlit Keyboard, Touchscreen, Lightweight",In Stock,1 Year,Blue
SMA-GAR-3,Smartwatch,Garmin,Garmin Smartwatch Model-625,13074,19,31,4.2,"GPS, Heart Rate Monitor, Customizable Watch Faces",In Stock,1 Year,Blue
CAM-PAN-9,Camera,Panasonic,Panasonic Camera Model-850,34966,12,33,4.4,"Touchscreen, Image Stabilization, 4K Video",In Stock,2 Years,Red
LAP-HP-2,Laptop,HP,HP Laptop Model-800,28619,14,22,4.4,"Touchscreen, SSD Storage, High-Performance GPU",Out of Stock,2 Years,Black
TAB-AMA-3,Tablet,Amazon,Amazon Tablet Model-355,117011,10,21,4.7,"Detachable Keyboard, 10-inch Display, Quad Speakers",Out of Stock,3 Years,Blue
SMA-SAM-1,Smartwatch,Samsung,Samsung Smartwatch Model-840,57756,14,40,4.5,"Fitness Tracking, Heart Rate Monitor, Waterproof",Out of Stock,1 Year,White
SMA-XIA-5,Smartwatch,Xiaomi,Xiaomi Smartwatch Model-970,107690,9,38,4.1,"Fitness Tracking, GPS, Waterproof",In Stock,1 Year,Black
SMA-VIV-2,Smartphone,Vivo,Vivo Smartphone Model-492,114276,11,23,5.0,"5G, AMOLED Display, Fast Charging",Out of Stock,2 Years,Black
SMA-APP-1,Smartwatch,Apple,Apple Smartwatch Model-126,86548,17,27,4.5,"Customizable Watch Faces, Heart Rate Monitor, Waterproof",Out of Stock,3 Years,Black
TAB-HUA-13,Tablet,Huawei,Huawei Tablet Model-940,99666,6,30,3.7,"Detachable Keyboard, Long Battery Life, Stylus Support",Out of Stock,2 Years,Red
TAB-MIC-13,Tablet,Microsoft,Microsoft Tablet Model-975,5457,6,21,3.3,"Long Battery Life, Stylus Support, Detachable Keyboard",Out of Stock,3 Years,White
HEA-BOA-6,Headphones,Boat,Boat Headphones Model-670,97269,17,28,3.5,"Waterproof, Noise Cancellation, Wireless",In Stock,2 Years,Silver
SMA-APP-13,Smartphone,Apple,Apple Smartphone Model-189,114752,6,45,3.9,"5G, Dual SIM, Fast Charging",In Stock,3 Years,Blue
TAB-MIC-9,Tablet,Microsoft,Microsoft Tablet Model-950,9649,9,23,4.5,"Detachable Keyboard, 10-inch Display, Stylus Support",In Stock,2 Years,Silver
SMA-OPP-4,Smartphone,Oppo,Oppo Smartphone Model-767,43791,17,34,4.1,"Water Resistant, Fast Charging, AMOLED Display",In Stock,1 Year,Silver
SMA-APP-5,Smartwatch,Apple,Apple Smartwatch Model-510,130227,11,31,4.8,"Customizable Watch Faces, Fitness Tracking, Heart Rate Monitor",Out of Stock,2 Years,Red
SMA-VIV-11,Smartphone,Vivo,Vivo Smartphone Model-510,115095,18,43,3.1,"AMOLED Display, Dual SIM, 5G",Out of Stock,2 Years,Silver
CAM-GOP-11,Camera,GoPro,GoPro Camera Model-727,28923,7,40,3.6,"4K Video, Touchscreen, High ISO Sensitivity",Out of Stock,1 Year,Red
